identity_id,first_name,last_name,middle_name,dob,ssn,phone,email,street_address,city,state,zip_code,gender,created_date,source_system,full_name,full_address,age,phone_formatted,ssn_masked,income_bracket,employment_status,marital_status
2ddec946-4e9f-40b7-a29c-98744102edfe,Amanda,Welch,,1980-04-13,774-57-7241,(720) 384-9116,davidwatkins@example.net,046 Goodman Trace Suite 651,Longmont,CO,80203,F,2023-10-31,TAX_DEPT,Amanda  Welch,"046 Goodman Trace Suite 651, Longmont, CO 80203",45,(720) 384-9116,***-**-7241,Medium,Employed,Married
f8041bc5-3d65-478a-a2e1-4f92dab4f5b3,Jacqueline,Bennett,Cassie,1945-12-26,408-85-8695,(303) 480-5066,obush@example.com,2883 Robert Shores,Commerce City,CO,80015,F,2025-08-04,TAX_DEPT,Jacqueline Cassie Bennett,"2883 Robert Shores, Commerce City, CO 80015",80,(303) 480-5066,***-**-8695,Low,Retired,Widowed
60758d29-3a77-48c2-b612-9b36af8d1d55,Julia,Mitchell,,1999-10-20,795-51-1837,(720) 382-7245,pollardvanessa@example.com,6659 Brown Mall Suite 500,Fort Collins,CO,80014,F,2024-08-07,TAX_DEPT,Julia  Mitchell,"6659 Brown Mall Suite 500, Fort Collins, CO 80014",26,(720) 382-7245,***-**-1837,Medium,Student,Widowed
8eacccfd-b154-48fa-adcd-c61823d867ed,Chad,Gilbert,,1993-05-04,965-11-3420,(303) 951-3279,francesgarrett@example.org,61465 Chapman Overpass,Centennial,CO,80103,M,2024-12-31,TAX_DEPT,Chad  Gilbert,"61465 Chapman Overpass, Centennial, CO 80103",32,(303) 951-3279,***-**-3420,Very High,Unemployed,Widowed
04683013-e736-41a9-948f-8839e664c1d2,Ashley,Tran,Mark,1953-07-08,544-97-9864,(303) 644-7870,andersonjoe@example.com,4991 Ortega River,Arvada,CO,80205,Other,2025-05-23,HEALTH_DEPT,Ashley Mark Tran,"4991 Ortega River, Arvada, CO 80205",72,(303) 644-7870,***-**-9864,Low,Employed,Married
eecd7c51-6e9d-4fab-bea5-ea895ee38970,Frank,Cox,Lori,1993-12-26,560-64-1765,(970) 407-7106,karenespinoza@example.com,1445 Austin Mill Apt. 882,Thornton,CO,80019,F,2025-04-16,SOCIAL_SERVICES,Frank Lori Cox,"1445 Austin Mill Apt. 882, Thornton, CO 80019",32,(970) 407-7106,***-**-1765,Medium,Unemployed,Widowed
519a2b60-b6e8-4b62-a609-2dd844e45111,Adam,Duke,Mary,1969-03-02,883-63-9251,(303) 916-2367,sbarry@example.net,19381 Gentry Pass,Fort Collins,CO,80212,F,2023-11-20,TAX_DEPT,Adam Mary Duke,"19381 Gentry Pass, Fort Collins, CO 80212",56,(303) 916-2367,***-**-9251,Medium,Unemployed,Widowed
f670834c-f56d-4929-a9e0-00997d363a54,Jennifer,Long,,1957-11-23,576-30-2348,(970) 531-4007,yrogers@example.net,044 Kurt Street,Greeley,CO,80211,F,2025-08-03,DMV,Jennifer  Long,"044 Kurt Street, Greeley, CO 80211",68,(970) 531-4007,***-**-2348,High,Retired,Widowed
59a41234-9823-4d05-b03a-1d19471c2bad,Joshua,Rodriguez,,1943-06-22,312-11-1820,(720) 512-6237,christopher52@example.net,03047 James Road,Thornton,CO,80020,Other,2025-01-07,DMV,Joshua  Rodriguez,"03047 James Road, Thornton, CO 80020",82,(720) 512-6237,***-**-1820,Low,Student,Married
249c1b4d-5573-4d6c-bed5-7ff31003ca4e,Douglas,Sims,Deborah,1957-06-13,503-61-3765,(970) 779-5985,wilsonjonathan@example.org,4747 Lane Fort Apt. 641,Aurora,CO,80210,M,2024-01-10,SOCIAL_SERVICES,Douglas Deborah Sims,"4747 Lane Fort Apt. 641, Aurora, CO 80210",68,(970) 779-5985,***-**-3765,Medium,Student,Divorced
c65057a7-7137-437e-a238-13c1faba3ba9,Holly,Woods,,1994-09-13,555-50-5835,(970) 769-3073,sandyball@example.org,01681 William Rest,Denver,CO,80211,M,2025-07-25,VOTER_REG,Holly  Woods,"01681 William Rest, Denver, CO 80211",31,(970) 769-3073,***-**-5835,Very High,Retired,Divorced
b7424cc3-ffbb-4e80-bf18-457f827a4708,Kylie,Vega,,1947-09-17,735-25-2512,(720) 943-9168,michelleallen@example.com,531 Elizabeth Square Apt. 936,Greeley,CO,80025,Other,2024-04-13,DMV,Kylie  Vega,"531 Elizabeth Square Apt. 936, Greeley, CO 80025",78,(720) 943-9168,***-**-2512,Low,Retired,Married
eb73025e-337a-4fd5-9d68-1ef92fd62edf,Sherry,Harris,Laura,1954-08-10,349-20-4383,(303) 224-5124,charleswilliams@example.com,4959 John Pine Apt. 198,Loveland,CO,80227,M,2025-03-20,TAX_DEPT,Sherry Laura Harris,"4959 John Pine Apt. 198, Loveland, CO 80227",71,(303) 224-5124,***-**-4383,Very High,Unemployed,Married
3d11fe61-7df8-494f-bd47-86c5b978ae0a,Jesse,Todd,,1964-03-11,564-96-8386,(303) 248-8694,lrichards@example.com,884 Davis Neck Apt. 376,Centennial,CO,80226,Other,2024-07-05,TAX_DEPT,Jesse  Todd,"884 Davis Neck Apt. 376, Centennial, CO 80226",61,(303) 248-8694,***-**-8386,Very High,Unemployed,Single
37edf28b-61b5-41b1-92ec-0343d12c8465,Kyle,Munoz,,1948-12-09,737-36-7917,(720) 229-6700,pbrown@example.net,484 Wheeler Lane Apt. 212,Greeley,CO,80026,Other,2025-06-29,SOCIAL_SERVICES,Kyle  Munoz,"484 Wheeler Lane Apt. 212, Greeley, CO 80026",77,(720) 229-6700,***-**-7917,Low,Retired,Divorced
c17f325e-25a7-4449-94dd-0c160230a2d4,Brandon,Schneider,,1991-08-30,491-86-5882,(303) 222-8574,awhite@example.com,135 Wilson Skyway,Centennial,CO,80230,F,2025-07-28,VOTER_REG,Brandon  Schneider,"135 Wilson Skyway, Centennial, CO 80230",34,(303) 222-8574,***-**-5882,Medium,Retired,Single
8b549a4b-3c2f-4b13-bdf6-6a88546fa81e,Joshua,Brown,,1949-02-25,108-91-8948,(720) 829-9845,ereed@example.com,34427 Gabriel Street Apt. 294,Commerce City,CO,80212,Other,2024-04-12,DMV,Joshua  Brown,"34427 Gabriel Street Apt. 294, Commerce City, CO 80212",76,(720) 829-9845,***-**-8948,Low,Employed,Married
7a8713b5-d46f-438b-b7b6-1a7e213684fb,Darryl,Bernard,Elizabeth,1989-01-28,937-75-3649,(303) 376-4792,greenroger@example.com,0778 Taylor Drive,Grand Junction,CO,80223,Other,2023-10-24,HEALTH_DEPT,Darryl Elizabeth Bernard,"0778 Taylor Drive, Grand Junction, CO 80223",36,(303) 376-4792,***-**-3649,Very High,Student,Single
f405baa0-1ba6-4eea-9b07-2d51307d9bf5,Thomas,Butler,,1972-02-23,657-97-6514,(303) 940-3820,dawnjohnson@example.net,4942 Vargas Extensions,Thornton,CO,80220,F,2024-07-27,HEALTH_DEPT,Thomas  Butler,"4942 Vargas Extensions, Thornton, CO 80220",53,(303) 940-3820,***-**-6514,Very High,Employed,Single
b573ee3a-71c2-4b94-a98e-b4be3003256d,Katrina,Washington,,1945-09-19,867-18-5159,(720) 926-5012,jonesmichael@example.org,22964 Michael Park,Boulder,CO,80022,F,2024-10-31,DMV,Katrina  Washington,"22964 Michael Park, Boulder, CO 80022",80,(720) 926-5012,***-**-5159,Low,Retired,Single
0e4cd7cc-1ab4-4f13-a5ff-deaddf99fd71,Pamela,Barnett,,2006-02-25,796-96-9416,(720) 401-9342,chambersdonald@example.org,171 Johnson Extension,Thornton,CO,80236,M,2024-10-20,VOTER_REG,Pamela  Barnett,"171 Johnson Extension, Thornton, CO 80236",19,(720) 401-9342,***-**-9416,Medium,Retired,Single
953f96e3-b6e4-48f8-bcda-ffe91ac0006c,Shirley,Williams,,1937-04-15,489-95-8668,(303) 389-4921,tamaraortiz@example.com,007 Austin Manors Apt. 505,Broomfield,CO,80018,F,2023-10-17,DMV,Shirley  Williams,"007 Austin Manors Apt. 505, Broomfield, CO 80018",88,(303) 389-4921,***-**-8668,High,Employed,Divorced
c2c067e4-3b34-44f1-a0d5-28b427b26f90,Madison,Sparks,,1961-01-27,107-99-4646,(970) 725-5701,jennifer75@example.com,03165 Joseph Port Apt. 241,Pueblo,CO,80206,Other,2025-03-24,SOCIAL_SERVICES,Madison  Sparks,"03165 Joseph Port Apt. 241, Pueblo, CO 80206",64,(970) 725-5701,***-**-4646,Very High,Retired,Single
ea1f9a5d-048b-462d-a17b-b498cc282a92,John,Martinez,Cathy,2004-09-03,843-85-8735,(720) 206-1494,sweeneykenneth@example.org,33563 Ellis Tunnel Suite 263,Longmont,CO,80018,Other,2025-08-16,DMV,John Cathy Martinez,"33563 Ellis Tunnel Suite 263, Longmont, CO 80018",21,(720) 206-1494,***-**-8735,Very High,Unemployed,Divorced
dabf936d-bb55-4d1c-8b0e-d4159f5e1f72,Denise,White,,1993-12-01,204-14-1368,(303) 966-8212,cassandramiddleton@example.net,47150 Mccormick Meadows,Aurora,CO,80227,M,2024-12-29,VOTER_REG,Denise  White,"47150 Mccormick Meadows, Aurora, CO 80227",32,(303) 966-8212,***-**-1368,High,Unemployed,Widowed
20333b00-f347-43f8-b345-492923f2435b,Colleen,Lee,,1958-10-18,448-99-7862,(970) 327-6804,samanthajackson@example.com,085 Cindy Lights,Boulder,CO,80222,F,2025-03-10,SOCIAL_SERVICES,Colleen  Lee,"085 Cindy Lights, Boulder, CO 80222",67,(970) 327-6804,***-**-7862,Very High,Employed,Widowed
dc3ecdd7-393f-4cc2-981f-e87bf0aa5b8f,David,Welch,,1987-09-06,497-23-8557,(303) 824-6750,mariahnguyen@example.net,6032 Conway Forges Suite 890,Aurora,CO,80228,Other,2024-08-01,VOTER_REG,David  Welch,"6032 Conway Forges Suite 890, Aurora, CO 80228",38,(303) 824-6750,***-**-8557,Medium,Unemployed,Married
04281825-c382-4af0-b814-f121ac57ef07,Christine,Ellis,,1995-02-16,779-71-5400,(303) 994-4100,jessica51@example.net,90328 Barry Viaduct Suite 315,Grand Junction,CO,80238,F,2023-11-07,HEALTH_DEPT,Christine  Ellis,"90328 Barry Viaduct Suite 315, Grand Junction, CO 80238",30,(303) 994-4100,***-**-5400,High,Unemployed,Divorced
87c4b491-cfe1-40f8-a2d5-7eaf09405eab,Margaret,Garner,,1977-02-13,367-28-6963,(720) 557-1449,tturner@example.net,2540 Harding Inlet,Thornton,CO,80226,Other,2024-01-18,SOCIAL_SERVICES,Margaret  Garner,"2540 Harding Inlet, Thornton, CO 80226",48,(720) 557-1449,***-**-6963,Low,Student,Single
dcc0a3f0-d92b-4ed9-bbd4-e55e0aa11091,Jacob,Rivera,,1958-07-13,120-58-7786,(303) 591-4984,charlesjackson@example.com,598 Grant Drive,Greeley,CO,80204,F,2025-02-10,TAX_DEPT,Jacob  Rivera,"598 Grant Drive, Greeley, CO 80204",67,(303) 591-4984,***-**-7786,Low,Student,Widowed
34fb3dc1-b38b-496c-ba8a-287af5c665df,Scott,Johnson,,1940-08-30,530-78-1597,(970) 246-7097,kelli54@example.org,849 Roy Plaza,Denver,CO,80218,M,2024-07-14,VOTER_REG,Scott  Johnson,"849 Roy Plaza, Denver, CO 80218",85,(970) 246-7097,***-**-1597,Medium,Student,Widowed
36728b6a-8a9e-4af5-809d-5df1ce1b0845,Theresa,Stewart,,1938-03-15,861-16-5979,(720) 323-6413,michaelbrown@example.com,322 Mary Gardens,Loveland,CO,80033,Other,2023-10-27,DMV,Theresa  Stewart,"322 Mary Gardens, Loveland, CO 80033",87,(720) 323-6413,***-**-5979,Medium,Employed,Married
8c734a33-1cd8-4efd-916e-354d4dee49dc,Molly,Rollins,,1985-07-21,586-62-5280,(303) 690-9669,manuelmueller@example.net,0187 Rojas Creek Apt. 812,Greeley,CO,80016,F,2025-01-23,HEALTH_DEPT,Molly  Rollins,"0187 Rojas Creek Apt. 812, Greeley, CO 80016",40,(303) 690-9669,***-**-5280,Medium,Student,Divorced
b9404b43-f619-492a-9c5f-fe5ffddcd95a,Angela,Johnson,Albert,1971-05-11,553-43-1197,(970) 955-7222,yateskimberly@example.com,949 Mcdowell Knolls,Westminster,CO,80023,M,2025-05-28,HEALTH_DEPT,Angela Albert Johnson,"949 Mcdowell Knolls, Westminster, CO 80023",54,(970) 955-7222,***-**-1197,Low,Unemployed,Widowed
c8750335-58ed-4214-991c-17c59e7d5231,Joyce,Barnett,,1934-12-29,318-11-6012,(720) 862-4892,lopezwilliam@example.com,1693 Blake Skyway Suite 972,Aurora,CO,80211,M,2025-08-02,DMV,Joyce  Barnett,"1693 Blake Skyway Suite 972, Aurora, CO 80211",91,(720) 862-4892,***-**-6012,Very High,Retired,Married
91aa2dc9-3077-4f25-907e-252131716256,Charles,Hicks,Paul,1944-03-29,324-14-9878,(303) 229-8205,james51@example.com,34988 Andrew Crossing,Fort Collins,CO,80211,F,2023-12-01,VOTER_REG,Charles Paul Hicks,"34988 Andrew Crossing, Fort Collins, CO 80211",81,(303) 229-8205,***-**-9878,Very High,Student,Married
0f98b67e-9f20-4ead-aefe-d5c6ccfd26f6,Paul,Rodriguez,,1978-09-14,900-55-9083,(303) 335-7704,robert14@example.com,4129 Steven Highway,Aurora,CO,80019,Other,2024-04-16,DMV,Paul  Rodriguez,"4129 Steven Highway, Aurora, CO 80019",47,(303) 335-7704,***-**-9083,Medium,Employed,Divorced
e555c2b5-7ea7-48fd-9010-fb31785fa237,Mary,Barnes,Derek,2001-05-09,448-47-7710,(303) 665-1492,padillamariah@example.org,4366 Matthew Point Suite 676,Lakewood,CO,80237,M,2024-10-11,SOCIAL_SERVICES,Mary Derek Barnes,"4366 Matthew Point Suite 676, Lakewood, CO 80237",24,(303) 665-1492,***-**-7710,High,Retired,Divorced
b85159bb-777d-41f4-9e79-edd016e35ef8,Kristin,Patterson,,1974-05-20,787-82-1473,(303) 772-1294,mgordon@example.org,43688 Mcdonald Manor Suite 336,Denver,CO,80239,Other,2024-02-12,TAX_DEPT,Kristin  Patterson,"43688 Mcdonald Manor Suite 336, Denver, CO 80239",51,(303) 772-1294,***-**-1473,Very High,Student,Single
f56dbbea-c055-4cb6-8f9a-323a65b0e57a,Emily,Nichols,,1949-05-25,973-62-1492,(720) 380-3424,andrew60@example.org,087 Tammie Drives,Aurora,CO,80103,F,2025-07-12,VOTER_REG,Emily  Nichols,"087 Tammie Drives, Aurora, CO 80103",76,(720) 380-3424,***-**-1492,Medium,Student,Widowed
e69f5ece-300a-44c8-b11c-c4763a2e3eb4,William,Lawrence,Gabrielle,1949-04-02,749-38-4112,(970) 337-6298,sullivanmichelle@example.com,02675 Singleton Knoll,Parker,CO,80211,Other,2023-11-30,DMV,William Gabrielle Lawrence,"02675 Singleton Knoll, Parker, CO 80211",76,(970) 337-6298,***-**-4112,Medium,Student,Married
f984d966-5d58-4086-ac08-141c7fd65803,Tracey,Ferguson,,1957-09-11,164-32-7517,(720) 511-5316,gregory21@example.net,493 Walsh Locks,Pueblo,CO,80227,Other,2024-06-21,TAX_DEPT,Tracey  Ferguson,"493 Walsh Locks, Pueblo, CO 80227",68,(720) 511-5316,***-**-7517,Medium,Unemployed,Widowed
17d53a5b-c5ce-4f8a-ae85-d86d38be29c7,Kevin,Monroe,Jennifer,1937-12-04,840-64-5457,(720) 990-7174,deannamartin@example.com,9059 Johnson Bridge Suite 528,Boulder,CO,80236,F,2024-04-10,DMV,Kevin Jennifer Monroe,"9059 Johnson Bridge Suite 528, Boulder, CO 80236",88,(720) 990-7174,***-**-5457,Medium,Employed,Widowed
64b133cb-fbdc-4596-8bb8-7bb9d9e67610,Troy,Robbins,,1960-01-10,181-77-9067,(970) 282-6708,powelltina@example.net,942 Bautista Shoals Apt. 105,Westminster,CO,80212,Other,2025-04-16,VOTER_REG,Troy  Robbins,"942 Bautista Shoals Apt. 105, Westminster, CO 80212",65,(970) 282-6708,***-**-9067,High,Student,Married
5d13af70-7e36-4116-abdf-d2e433597daa,Sandra,Gates,,2001-08-22,304-63-8424,(303) 733-8072,monroejorge@example.org,0320 Patterson Views Apt. 393,Westminster,CO,80020,F,2024-11-23,SOCIAL_SERVICES,Sandra  Gates,"0320 Patterson Views Apt. 393, Westminster, CO 80020",24,(303) 733-8072,***-**-8424,Medium,Student,Divorced
b8954ca3-84e4-4c70-a06d-5721491b8a21,Marissa,Moore,Jeremy,1949-02-23,217-86-1307,(303) 573-2768,scottamber@example.com,356 Bradley Locks Suite 650,Greeley,CO,80015,M,2025-04-15,VOTER_REG,Marissa Jeremy Moore,"356 Bradley Locks Suite 650, Greeley, CO 80015",76,(303) 573-2768,***-**-1307,Very High,Employed,Divorced
4eddd88c-c96c-4712-adb5-327a161ece87,Diane,Rowe,Christina,1935-05-13,213-65-1098,(303) 830-3777,sawyersandra@example.net,13468 Riggs Underpass,Littleton,CO,80226,M,2024-12-25,HEALTH_DEPT,Diane Christina Rowe,"13468 Riggs Underpass, Littleton, CO 80226",90,(303) 830-3777,***-**-1098,Low,Unemployed,Widowed
be537fce-3be6-456c-838d-907cfb73ca5a,Jeffrey,Woods,Derek,1967-08-01,649-86-3983,(720) 246-2588,martinezheather@example.com,0081 Myers Crescent,Denver,CO,80106,F,2024-11-24,HEALTH_DEPT,Jeffrey Derek Woods,"0081 Myers Crescent, Denver, CO 80106",58,(720) 246-2588,***-**-3983,Low,Unemployed,Divorced
8dabfa26-de62-47b7-9b23-09d5398cdc4d,Ralph,Mcdaniel,,1963-03-01,854-70-7396,(970) 889-1254,wcox@example.com,6627 Anderson Land,Castle Rock,CO,80021,Other,2024-11-04,SOCIAL_SERVICES,Ralph  Mcdaniel,"6627 Anderson Land, Castle Rock, CO 80021",62,(970) 889-1254,***-**-7396,High,Unemployed,Widowed
75bbc517-7d13-4679-a427-f139667e4296,Scott,Jordan,,1985-05-12,261-37-9572,(970) 483-9850,rileycynthia@example.org,83174 Paula Vista,Littleton,CO,80014,M,2025-08-23,VOTER_REG,Scott  Jordan,"83174 Paula Vista, Littleton, CO 80014",40,(970) 483-9850,***-**-9572,Low,Student,Married
1e9a635b-6b8f-4902-a982-504220e2301f,William,Roberts,,1996-10-04,615-15-5138,(970) 673-3315,thompsonkristen@example.net,86723 Williams Street,Grand Junction,CO,80103,M,2024-04-27,VOTER_REG,William  Roberts,"86723 Williams Street, Grand Junction, CO 80103",29,(970) 673-3315,***-**-5138,Very High,Employed,Married
ec50f8a1-0146-42b9-8e81-12ba6046ee7b,Kenneth,West,,1981-12-08,572-73-4304,(970) 777-6985,aliciascott@example.net,4889 Marcus Cape,Greeley,CO,80233,F,2024-10-01,HEALTH_DEPT,Kenneth  West,"4889 Marcus Cape, Greeley, CO 80233",44,(970) 777-6985,***-**-4304,Medium,Retired,Divorced
293f53e8-1b55-4b83-81a4-b02a485fa483,Brandon,Farmer,Sylvia,1988-06-30,428-90-6916,(303) 629-5093,randy57@example.com,68175 Joseph Villages,Colorado Springs,CO,80235,F,2025-03-29,HEALTH_DEPT,Brandon Sylvia Farmer,"68175 Joseph Villages, Colorado Springs, CO 80235",37,(303) 629-5093,***-**-6916,Medium,Retired,Widowed
07588d2b-6a20-46d6-9baf-c0809db157f9,Lance,Trevino,Kimberly,1964-09-11,593-14-4740,(303) 998-4303,paulramos@example.org,342 Kristin Brooks,Arvada,CO,80235,F,2024-05-24,SOCIAL_SERVICES,Lance Kimberly Trevino,"342 Kristin Brooks, Arvada, CO 80235",61,(303) 998-4303,***-**-4740,Medium,Unemployed,Divorced
13e0b885-e367-4a7e-9566-f875401fb9ac,Sherri,Jackson,Elizabeth,1934-11-04,199-98-7373,(970) 498-4206,vbrennan@example.com,877 Jennifer Mission Apt. 642,Grand Junction,CO,80235,M,2024-05-01,TAX_DEPT,Sherri Elizabeth Jackson,"877 Jennifer Mission Apt. 642, Grand Junction, CO 80235",91,(970) 498-4206,***-**-7373,Medium,Student,Divorced
9db92fb2-4380-40f2-94ef-3035ac195790,Cynthia,Martin,,1967-06-17,924-41-2399,(970) 834-2467,cassandra66@example.net,311 Eric Vista,Loveland,CO,80219,M,2023-09-21,TAX_DEPT,Cynthia  Martin,"311 Eric Vista, Loveland, CO 80219",58,(970) 834-2467,***-**-2399,Very High,Student,Married
e862a629-dcc1-4e3d-bade-953e4cf31c59,Travis,Jimenez,,2001-10-09,599-68-4717,(970) 647-4968,awalker@example.net,495 Brandt Pass Apt. 778,Arvada,CO,80023,F,2024-05-09,VOTER_REG,Travis  Jimenez,"495 Brandt Pass Apt. 778, Arvada, CO 80023",24,(970) 647-4968,***-**-4717,Low,Retired,Married
